광고소재명,광고소재등록일,광고소재초수,대업종 분류,중업종 분류,소업종 분류,광고주명,광고회사명,광고제작사,실제재생초수,AISAC_URL
제주항공 PR : 가자 우리에겐 J가 있다 일본편,2024-07-29,15.0,수송기기,항공수송기기,항공기,(주)제주항공,주식회사 에이치에스애드,스튜디오 메카,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860974H01_1_24-TH-07-910
하이모 PR : 당당하게 앞을 향해편,2024-07-29,30.0,화장품및보건용품,화장도구,가발류,유한책임회사하이모(HIMOLLC),(주)제일기획,제일기획,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860979H01_1_24-TH-07-907
하이모 PR : 당당하게 앞을 향해편,2024-07-29,30.0,화장품및보건용품,화장도구,가발류,유한책임회사하이모(HIMOLLC),(주)제일기획,제일기획,,
하이모 PR : 당당하게 앞을 향해편,2024-07-29,30.0,화장품및보건용품,화장도구,가발류,유한책임회사하이모(HIMOLLC),(주)제일기획,제일기획,,
월드비전 G6K : 달려보면 알거야편,2024-07-29,30.0,관공서및단체,관공서및단체기타,관공서및단체기타,사회복지법인월드비전,주식회사 드림인사이트,(주)드림인사이트,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861055H01_1_24-TH-07-956
월드비전 G6K : 달려보면 알거야편,2024-07-29,30.0,관공서및단체,관공서및단체기타,관공서및단체기타,사회복지법인월드비전,주식회사 드림인사이트,(주)드림인사이트,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861055H01_1_24-TH-07-956
제주항공 PR : 가자 우리에겐 J가 있다 발리편,2024-07-29,15.0,수송기기,항공수송기기,항공기,(주)제주항공,주식회사 에이치에스애드,스튜디오 메카,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860977H01_1_24-TH-07-911
장스푸드 크크크치킨 : 바삭함의 끝판왕편,2024-07-29,15.0,식품,식품기타,식품기타,주식회사장스푸드,직거래,(주)에스비에스엠앤씨,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/868510H01_1_25-TH-01-709
장스푸드 크크크치킨 : 바삭함의 끝판왕편,2024-07-29,15.0,식품,식품기타,식품기타,주식회사장스푸드,직거래,(주)에스비에스엠앤씨,,
장스푸드 크크크치킨 : 바삭함의 끝판왕편,2024-07-29,15.0,식품,식품기타,식품기타,주식회사장스푸드,직거래,(주)에스비에스엠앤씨,,
장스푸드 크크크치킨 : 바삭함의 끝판왕편,2024-07-29,15.0,식품,식품기타,식품기타,주식회사장스푸드,직거래,(주)에스비에스엠앤씨,,
파나소닉코리아 파나소닉 안마의자 MAN1 : 경험하지 못 한 절대 휴식편,2024-07-29,15.0,가정용전기전자,가정용전기전자기타,가정용전기전자기타,파나소닉코리아주식회사,(주)덴츠엑스,타이거밤,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860972H01_1_24-TH-07-912
충청남도청 여행안내 : 충남의바다편,2024-07-29,30.0,관공서및단체,중앙및지방관공서,지방자치단체,충청남도청,(주)연합뉴스티브이,,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860980H01_1_24-HC-07-090
폴스타오토모티브코리아 Polestar 4 : 별편,2024-07-29,30.0,수송기기,수입자동차,수입승용차,폴스타오토모티브코리아유한회사,(주)아이프로스펙트코리아,엘알 서울,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860994H01_1_24-TH-07-928
데일리앤코 몽제 : 허리가 편안한 매트리스편,2024-07-29,15.0,가정용품,가구류,침대,(주)데일리앤코,(주)에스비에스엠앤씨,SBS엠앤씨,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860988H01_1_24-TH-07-913
제주항공 : 띄웁니다 일본발리편,2024-07-29,30.0,수송기기,항공수송기기,항공기,(주)제주항공,주식회사 에이치에스애드,스튜디오 메카,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860976H01_1_24-TH-07-909
제주항공 : 띄웁니다 일본발리편,2024-07-29,30.0,수송기기,항공수송기기,항공기,(주)제주항공,주식회사 에이치에스애드,스튜디오 메카,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860976H01_1_24-TH-07-909
홈플러스 썸머 홈플런 : 24년 2차편,2024-07-29,15.0,유통,대형유통,대형유통제품종합,홈플러스(주),주식회사 에이치에스애드,(주)에이치에스애드,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861047H01_1_24-TH-07-954
굿네이버스인터내셔날 굿네이버스 후원 : 고려인편,2024-07-29,60.0,관공서및단체,단체,민간단체,사단법인굿네이버스인터내셔날,주식회사 케이디엠코,(주)미디어브로,,
하이모 : 극복 체험이벤트편,2024-07-29,15.0,화장품및보건용품,화장도구,가발류,유한책임회사하이모(HIMOLLC),(주)제일기획,제일기획,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860978H01_1_24-TH-07-906
명륜당 명륜진사갈비 : 마법편,2024-07-29,15.0,서비스,음식및숙박,대중음식점,주식회사명륜당,(주)오리콤,오리콤,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861040H01_1_24-TX-07-075
비케이알 버거킹 콰트로치즈 비프라구와퍼 : 더 맛있더라구편,2024-07-29,15.0,식품,제빵,"햄버거,피자및샌드위치",주식회사비케이알,(주)제일기획,제일기획,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861041H01_1_24-TX-07-074
월트디즈니컴퍼니코리아 에이리언 로물루스 : 대개봉 HeartAlpha편,2024-07-29,15.0,서비스,문화및공연,영화,월트디즈니컴퍼니코리아유한책임회사,레오버넷(주),레오버넷,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860996H01_1_24-TH-07-923
폴스타오토모티브코리아 Polestar 4 : 아이돈노우편,2024-07-29,15.0,수송기기,수입자동차,수입승용차,폴스타오토모티브코리아유한회사,(주)아이프로스펙트코리아,엘알 서울,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860991H01_1_24-TH-07-929
장스푸드 크랑이치킨 : 잔다편,2024-07-29,30.0,식품,식품기타,식품기타,주식회사장스푸드,직거래,(주)에스비에스엠앤씨,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/862414H01_1_24-TH-08-814
미미월드 스마트 타요 빅매트 : 성공편,2024-07-29,15.0,유통,"소형,소매유통","소형,소매유통제품종합",(주)미미월드,(주)와우매니지먼트그룹,(주)재능방송,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860989H01_1_24-TH-07-914
아카데미과학 비기즈 : 왔어요편,2024-07-29,15.0,가정용품,완구류,일반완구,(주)아카데미과학,(주)파인애드컴,프로덕션디젤,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860997H01_1_24-TH-07-915
홈플러스 썸머 홈플런 : 24년편,2024-07-29,15.0,유통,대형유통,대형유통제품종합,홈플러스(주),주식회사 에이치에스애드,(주)에이치에스애드,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860990H01_1_24-TH-07-931
제주항공 : 띄웁니다 일본발리편,2024-07-29,30.0,수송기기,항공수송기기,항공기,(주)제주항공,주식회사 에이치에스애드,스튜디오 메카,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860976H01_1_24-TH-07-909
제주항공 : 띄웁니다 일본발리편,2024-07-29,30.0,수송기기,항공수송기기,항공기,(주)제주항공,주식회사 에이치에스애드,스튜디오 메카,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860976H01_1_24-TH-07-909
한서대학교 : 아닙니다편,2024-07-29,15.0,교육및복지후생,교육기관,대학대학원,한서대학교,직거래,묘수커뮤니케이션즈,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861048H01_1_24-TH-07-953
당코리테일러 당코리 테일러 : 100년 기업편,2024-07-29,20.0,패션,정장의류,신사정장,당코리테일러,(주)부산프로덕션,(주)부산프로덕션,20.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861051H01_1_24-TH-07-952
월드비전 G6K : 글로벌 6K와 함께 달려주세요편,2024-07-29,30.0,관공서및단체,관공서및단체기타,관공서및단체기타,사회복지법인월드비전,주식회사 드림인사이트,(주)드림인사이트,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861054H01_1_24-TH-07-958
월드비전 G6K : 글로벌 6K와 함께 달려주세요편,2024-07-29,30.0,관공서및단체,관공서및단체기타,관공서및단체기타,사회복지법인월드비전,주식회사 드림인사이트,(주)드림인사이트,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861054H01_1_24-TH-07-958
월드비전 G6K : 글로벌 6K와 함께 달려주세요편,2024-07-29,30.0,관공서및단체,관공서및단체기타,관공서및단체기타,사회복지법인월드비전,주식회사 드림인사이트,(주)드림인사이트,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861054H01_1_24-TH-07-958
월드비전 G6K : 글로벌 6K와 함께 달려주세요편,2024-07-29,30.0,관공서및단체,관공서및단체기타,관공서및단체기타,사회복지법인월드비전,주식회사 드림인사이트,(주)드림인사이트,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861054H01_1_24-TH-07-958
월드비전 G6K : 글로벌 6K와 함께 달려주세요편,2024-07-29,15.0,관공서및단체,관공서및단체기타,관공서및단체기타,사회복지법인월드비전,주식회사 드림인사이트,(주)드림인사이트,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861054H01_1_24-TH-07-958
월드비전 G6K : 글로벌 6K와 함께 달려주세요편,2024-07-29,15.0,관공서및단체,관공서및단체기타,관공서및단체기타,사회복지법인월드비전,주식회사 드림인사이트,(주)드림인사이트,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861054H01_1_24-TH-07-958
월드비전 G6K : 글로벌 6K와 함께 달려주세요편,2024-07-29,15.0,관공서및단체,관공서및단체기타,관공서및단체기타,사회복지법인월드비전,주식회사 드림인사이트,(주)드림인사이트,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861054H01_1_24-TH-07-958
월드비전 G6K : 글로벌 6K와 함께 달려주세요편,2024-07-29,15.0,관공서및단체,관공서및단체기타,관공서및단체기타,사회복지법인월드비전,주식회사 드림인사이트,(주)드림인사이트,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861054H01_1_24-TH-07-958
월드비전 G6K : 글로벌 6K와 함께 달려주세요편,2024-07-29,15.0,관공서및단체,관공서및단체기타,관공서및단체기타,사회복지법인월드비전,주식회사 드림인사이트,(주)드림인사이트,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861054H01_1_24-TH-07-958
월드비전 G6K : 글로벌 6K와 함께 달려주세요편,2024-07-29,15.0,관공서및단체,관공서및단체기타,관공서및단체기타,사회복지법인월드비전,주식회사 드림인사이트,(주)드림인사이트,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861054H01_1_24-TH-07-958
월드비전 G6K : 글로벌 6K와 함께 달려주세요편,2024-07-29,15.0,관공서및단체,관공서및단체기타,관공서및단체기타,사회복지법인월드비전,주식회사 드림인사이트,(주)드림인사이트,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861054H01_1_24-TH-07-958
월드비전 G6K : 글로벌 6K와 함께 달려주세요편,2024-07-29,15.0,관공서및단체,관공서및단체기타,관공서및단체기타,사회복지법인월드비전,주식회사 드림인사이트,(주)드림인사이트,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861054H01_1_24-TH-07-958
넷플릭스 : 8월 넷플뭐봄편,2024-07-29,30.0,컴퓨터및정보통신,컴퓨터및정보통신기타,컴퓨터및정보통신기타,넷플릭스서비시스코리아유한회사,(주)제일기획,비주얼인텔리전스,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860985H01_1_24-TH-07-917
라이온코리아 비트캡슐 울트라콤팩트 : 종합편,2024-07-29,15.0,화장품및보건용품,세제류,세탁세제,라이온코리아주식회사,(주)이노션,(주)꾸욱꾸욱,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860986H01_1_24-TH-07-918
올랜드울산점 : 썸머위크 여름정기세일편,2024-07-29,20.0,유통,유통기타,유통기타,올랜드울산점,주식회사애드넷21,애드넷21,20.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861058H01_1_24-TH-07-962
에스앤씨세인 더벤티 : 저당편,2024-07-29,15.0,음료및기호식품,음료및기호식품기타,음료및기호식품기타,주식회사에스앤씨세인,직거래,(주)꾸욱꾸욱,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861063H01_1_24-TH-07-966
비알코리아 배스킨라빈스 : 8월 이달의 맛편,2024-07-29,15.0,식품,아이스크림,아이스크림제품종합,비알코리아(주),(주)제일기획,제일기획,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860981H01_1_24-TX-07-073
충청북도청 영동국악엑스포 : 행사안내편,2024-07-29,30.0,관공서및단체,관공서및단체기타,관공서및단체기업PR,충청북도청,,,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861073H01_1_24-HC-07-095
올랜드창원경남점 : 썸머위크 여름정기세일편,2024-07-29,20.0,유통,유통기타,유통기타,주식회사올랜드창원경남점,주식회사애드넷21,애드넷21,20.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861059H01_1_24-TH-07-961
보람상조 보람상조피플  스마트 299 : 환급편,2024-07-29,60.0,서비스,개인서비스,개인서비스기타,보람상조,,,60.06,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861022H01_1_24-HC-07-093
장스푸드 60계 치킨 : 크랑이치킨편,2024-07-29,30.0,식품,식품기타,식품기타,주식회사장스푸드,직거래,(주)에스비에스엠앤씨,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861043H01_1_24-TH-07-950
장스푸드 60계 치킨 : 크랑이치킨편,2024-07-29,30.0,식품,식품기타,식품기타,주식회사장스푸드,직거래,(주)에스비에스엠앤씨,,
장스푸드 60계 치킨 : 크랑이치킨편,2024-07-29,30.0,식품,식품기타,식품기타,주식회사장스푸드,직거래,(주)에스비에스엠앤씨,,
월드비전 G6K : 글로벌 6K와 함께 달려주세요편,2024-07-29,30.0,관공서및단체,관공서및단체기타,관공서및단체기타,사회복지법인월드비전,주식회사 드림인사이트,(주)드림인사이트,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861054H01_1_24-TH-07-958
월드비전 G6K : 글로벌 6K와 함께 달려주세요편,2024-07-29,30.0,관공서및단체,관공서및단체기타,관공서및단체기타,사회복지법인월드비전,주식회사 드림인사이트,(주)드림인사이트,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861054H01_1_24-TH-07-958
월드비전 G6K : 글로벌 6K와 함께 달려주세요편,2024-07-29,30.0,관공서및단체,관공서및단체기타,관공서및단체기타,사회복지법인월드비전,주식회사 드림인사이트,(주)드림인사이트,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861054H01_1_24-TH-07-958
월드비전 G6K : 글로벌 6K와 함께 달려주세요편,2024-07-29,30.0,관공서및단체,관공서및단체기타,관공서및단체기타,사회복지법인월드비전,주식회사 드림인사이트,(주)드림인사이트,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861054H01_1_24-TH-07-958
경남대학교 수시 모집 : 강력한 힘편,2024-07-29,20.0,교육및복지후생,교육기관,교육기관기타,경남대학교,,,20.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861072H01_1_24-HC-07-096
경상북도청 경북 관광 : 지금!여기! 경상북도편,2024-07-29,30.0,관공서및단체,관공서및단체기타,관공서및단체기업PR,경상북도청,,,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861071H01_1_24-HC-07-094
닥터블릿헬스케어 푸응 나이트버닝 프로 : 푸응 페스타편,2024-07-26,15.0,식품,건강식품,다이어트식품,닥터블릿헬스케어주식회사,호키포키컴퍼니,호키포키컴퍼니,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861804H01_1_24-TH-08-425
